id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
20238,ضَئِيلٌ,ضئيل,صيغة:,ضءل,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20239,ضَرِيجٌ,ضريج,صيغة:,ضرج,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20240,ضَرِيرٌ,ضرير,صيغة:,ضرر,فَعِيل,صيغة,مذكر,,,أَضِرَّاءُ;أَضْرارٌ;ضَرَائِرُ,1,1,1,0,0,
20241,ضَرِيسٌ,ضريس,صيغة:,ضرس,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20242,ضَرِيعٌ,ضريع,صيغة:,ضرع,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20243,ضَعِيفٌ,ضعيف,صيغة:,ضعف,فَعِيل,صيغة,مذكر,,,ضِعَافٌ;ضُعَفَاءُ,1,1,1,0,0,
20244,ضَفِيرٌ,ضفير,صيغة:,ضفر,فَعِيل,صيغة,مذكر,,,ضفائِرُ,1,0,1,0,0,
20245,ضَلِيعٌ,ضليع,صيغة:,ضلع,فَعِيل,صيغة,مذكر,,,ضُلُعٌج;ضَلاَئِع,1,1,1,0,0,
20246,ضَمِيمٌ,ضميم,صيغة:,ضمم,فَعِيل,صيغة,مذكر,,,أَضِمَّاءُ;أَضِمَّةٌ,1,0,1,0,0,
20247,ضَنِينٌ,ضنين,صيغة:,ضنن,فَعِيل,صيغة,مذكر,,,أَضِنَّاءُ;ضَنَائِنُ,1,1,1,0,0,
20248,طَبِيخٌ,طبيخ,صيغة:,طبخ,فَعِيل,صيغة,مذكر,,,أَطْبِخَةٌ,0,0,0,0,0,
20249,طَرِيفٌ,طريف,صيغة:,طرف,فَعِيل,صيغة,مذكر,,,طُرْفٌ;طُرَافٌ;طِرَافٌ;طَرَائِفُ,1,0,1,0,0,
20250,طَفِيفٌ,طفيف,صيغة:,طفف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20251,طَلِيقٌ,طليق,صيغة:,طلق,فَعِيل,صيغة,مذكر,,,طُلَقَاءٌ,1,1,1,0,0,
20252,طَلِيلٌ,طليل,صيغة:,طلل,فَعِيل,صيغة,مذكر,,,طُلُلٌ;أَطِلَّةٌ,1,0,1,0,0,
20253,طَوِيلٌ,طويل,صيغة:,طول,فَعِيل,صيغة,مذكر,,,طِوَالٌ,1,1,1,0,0,
20254,مَطِيرٌ,مطير,صيغة:,طير,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20255,ظَليفٌ,ظليف,صيغة:,ظلف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20256,ظَليلٌ,ظليل,صيغة:,ظلل,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20257,ظَهيرٌ,ظهير,صيغة:,ظهر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20258,عَبِيرٌ,عبير,صيغة:,عبر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20259,عَبِيطٌ,عبيط,صيغة:,عبط,فَعِيل,صيغة,مذكر,,,عُبُطٌ;عِبَاطٌ,1,1,1,0,0,
20260,عَتِيدٌ,عتيد,صيغة:,عتد,فَعِيل,صيغة,مذكر,,,عَتَائِدُ,1,1,1,0,0,
20261,عَتِيقٌ,عتيق,صيغة:,عتق,فَعِيل,صيغة,مذكر,,,عِتَاقٌ;عُتُقٌ,1,1,1,0,0,
20262,عَجِيجٌ,عجيج,صيغة:,عجج,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20263,عَجِينٌ,عجين,صيغة:,عجن,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20264,عَدِيلٌ,عديل,صيغة:,عدل,فَعِيل,صيغة,مذكر,,,أَعْدَالٌ;عُدَلاَءُ,1,1,1,0,0,
20265,عَدِيمٌ,عديم,صيغة:,عدم,فَعِيل,صيغة,مذكر,,,عُدَمَاءُ,1,1,1,0,0,
20266,عَرِيضٌ,عريض,صيغة:,عرض,فَعِيل,صيغة,مذكر,,,عِرَاضٌ,1,0,1,0,0,
20267,عَرِيفٌ,عريف,صيغة:,عرف,فَعِيل,صيغة,مذكر,,,عُرَفَاءُ,1,0,1,0,0,
20268,عَرِيقٌ,عريق,صيغة:,عرق,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20269,عَرِيكٌ,عريك,صيغة:,عرك,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20270,عَزِيبٌ,عزيب,صيغة:,عزب,فَعِيل,صيغة,مذكر,,,أعْزابٌ,1,0,1,0,0,
20271,عَزِيزٌ,عزيز,صيغة:,عزز,فَعِيل,صيغة,مذكر,,,أَعِزَّاءُ;أَعِزَّةٌ;أَعزَّةٌ;وأَعِزَّاءُ;وعِزازٌ,1,1,1,0,0,
20272,عَسِيرٌ,عسير,صيغة:,عسر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20273,عَشِيبٌ,عشيب,صيغة:,عشب,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20274,عَشِيرٌ,عشير,صيغة:,عشر,فَعِيل,صيغة,مذكر,,,عُشَرَاءُ,1,0,1,0,0,
20275,عَشِيقٌ,عشيق,صيغة:,عشق,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20276,عَظِيمٌ,عظيم,صيغة:,عظم,فَعِيل,صيغة,مذكر,,,عِظَامٌ;عُظَمَاءُ,1,1,1,0,0,
20277,عَفِيرٌ,عفير,صيغة:,عفر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20278,عَفِيفٌ,عفيف,صيغة:,عفف,فَعِيل,صيغة,مذكر,,,أَعِفَّاءُ;أَعِفَّةٌ;عَفَائِفُ,1,1,1,0,0,
20279,عَقِيرٌ,عقير,صيغة:,عقر,فَعِيل,صيغة,مذكر,,,(ج);عَقْرَى,1,0,1,0,0,
20280,عَقِيمٌ,عقيم,صيغة:,عقم,فَعِيل,صيغة,مذكر,,,عُقَمَاءُ;عَقَائِمُ,1,1,1,0,0,
20281,عَلِيلٌ,عليل,صيغة:,علل,فَعِيل,صيغة,مذكر,,,أَعِلاَّءُ;عَلاَئِلُ,1,1,1,0,0,
20282,عَلِيمٌ,عليم,صيغة:,علم,فَعِيل,صيغة,مذكر,,,عُلَمَاءُ,1,1,1,0,0,
20283,عَمِيدٌ,عميد,صيغة:,عمد,فَعِيل,صيغة,مذكر,,,عُمَدَاءُ,1,0,1,0,0,
20284,عَمِيلٌ,عميل,صيغة:,عمل,فَعِيل,صيغة,مذكر,,,عُمَلاَءُ,1,1,1,0,0,
20285,عَمِيمٌ,عميم,صيغة:,عمم,فَعِيل,صيغة,مذكر,,,عُمُمٌ,1,0,1,0,0,
20286,عَنِيفٌ,عنيف,صيغة:,عنف,فَعِيل,صيغة,مذكر,,,عُنُفٌ,1,1,1,0,0,
20287,عَوِيصٌ,عويص,صيغة:,عوص,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20288,غَبِينٌ,غبين,صيغة:,غبن,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20289,غَثِيثٌ,غثيث,صيغة:,غثث,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20290,غَرِيبٌ,غريب,صيغة:,غرب,فَعِيل,صيغة,مذكر,,,غُرَبَاءُ;غَرَائِبُ,1,1,1,0,0,
20291,غَرِيرٌ,غرير,صيغة:,غرر,فَعِيل,صيغة,مذكر,,,أَغِرَّاءُ;غَرَائِرُ,1,0,1,0,0,
20292,غَرِيسٌ,غريس,صيغة:,غرس,فَعِيل,صيغة,مذكر,,,,0,0,0,0,0,
20293,غَرِيقٌ,غريق,صيغة:,غرق,فَعِيل,صيغة,مذكر,,,غَرْقَى,1,0,1,0,0,
20294,غَرِيمٌ,غريم,صيغة:,غرم,فَعِيل,صيغة,مذكر,,,غُرَمَاءُ,1,0,1,0,0,
20295,غَزِيرٌ,غزير,صيغة:,غزر,فَعِيل,صيغة,مذكر,,,غِزَارٌ,1,0,1,0,0,
20296,غَسِيلٌ,غسيل,صيغة:,غسل,فَعِيل,صيغة,مذكر,,,غَسْلَى;غَسَالَى,1,0,1,0,0,
20297,غَشِيمٌ,غشيم,صيغة:,غشم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20298,غَضِيرٌ,غضير,صيغة:,غضر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20299,غَضِيضٌ,غضيض,صيغة:,غضض,فَعِيل,صيغة,مذكر,,,أَغِضَّةٌ;غَضَائِضُ,1,0,1,0,0,
20300,غَلِيظٌ,غليظ,صيغة:,غلظ,فَعِيل,صيغة,مذكر,,,غِلاَظٌ;(ج);غِلاظٌ;وغلائِظ,1,1,1,0,0,
20301,غَمِيرٌ,غمير,صيغة:,غمر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20302,غَمِيزٌ,غميز,صيغة:,غمز,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20303,فَتِيقٌ,فتيق,صيغة:,فتق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20304,فَرِيسٌ,فريس,صيغة:,فرس,فَعِيل,صيغة,مذكر,,,فَرْسَى;(مذ;مؤ),0,0,0,0,0,
20305,فَرِيغٌ,فريغ,صيغة:,فرغ,فَعِيل,صيغة,مذكر,,,فِرَاغٌ,1,0,1,0,0,
20306,فَسِيقٌ,فسيق,صيغة:,فسق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20307,فَشِيشٌ,فشيش,صيغة:,فشش,فَعِيل,صيغة,مذكر,,,,0,0,0,0,0,
20308,فَضِيلٌ,فضيل,صيغة:,فضل,فَعِيل,صيغة,مذكر,,,فُضَلاَءُ,1,0,1,0,0,
20309,فَطِيرٌ,فطير,صيغة:,فطر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20310,فَطِيمٌ,فطيم,صيغة:,فطم,فَعِيل,صيغة,مذكر,,,فُطُمٌ;(مفعول),1,0,1,0,0,
20311,فَطِينٌ,فطين,صيغة:,فطن,فَعِيل,صيغة,مذكر,,,فُطُنُ;فُطَنَاءُ,1,0,1,0,0,
20312,فَظِيعٌ,فظيع,صيغة:,فظع,فَعِيل,صيغة,مذكر,,,فَظيعةٌ;فِظَاعٌ,1,0,1,0,0,
20313,فَقِيدٌ,فقيد,صيغة:,فقد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20314,فَقِيرٌ,فقير,صيغة:,فقر,فَعِيل,صيغة,مذكر,,,فُقَرَاءُ;وفُقُرٌ,1,0,1,0,0,
20315,فَهِيمٌ,فهيم,صيغة:,فهم,فَعِيل,صيغة,مذكر,,,فُهَمَاءُ,1,1,1,0,0,
20316,قَدِيمٌ,قديم,صيغة:,قدم,فَعِيل,صيغة,مذكر,,,قُدَمَاءُ;قُدَامَى;قَدَائِمُ,1,1,1,0,0,
20317,قَذِيفٌ,قذيف,صيغة:,قذف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20318,قَشِيبٌ,قشيب,صيغة:,قشب,فَعِيل,صيغة,مذكر,,,قُشُبٌ;قُشْبٌ,1,0,1,0,0,
20319,قَصِيرٌ,قصير,صيغة:,قصر,فَعِيل,صيغة,مذكر,,,قِصَارٌ,1,1,1,0,0,
20320,فَصِيمٌ,فصيم,صيغة:,قصم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20321,قَضِيضٌ,قضيض,صيغة:,قضض,فَعِيل,صيغة,مذكر,,,,0,0,0,0,0,
20322,قَطِينٌ,قطين,صيغة:,قطن,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20323,قَلِيلٌ,قليل,صيغة:,قلل,فَعِيل,صيغة,مذكر,,,قَلاَئِلُ,1,0,1,0,0,
20324,قَمِينٌ,قمين,صيغة:,قمن,فَعِيل,صيغة,مذكر,,,قُمَنَاءُ;قَمَائِنُ,1,0,1,0,0,
20325,رَشِيقٌ,رشيق,صيغة:,رشق,فعيل,صيغة,مذكر,,,رَشَقٌ,1,1,1,0,0,
20326,حَزِينٌ,حزين,صيغة:,حزين,فَعِيل,صيغة,مذكر,,,حُزَنَاءُ;حَزَانَى,1,1,1,0,0,
20327,قَوِيمٌ,قويم,صيغة:,قوم,فَعِيل,صيغة,مذكر,,,قِيَامٌ,1,0,1,0,0,
20328,كَئِيبٌ,كئيب,صيغة:,كءب,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20329,كَبِيرٌ,كبير,صيغة:,كبر,فَعِيل,صيغة,مذكر,,,كِبَارٌ;كُبَرَاءُ;كَبَائِرُ,1,1,1,0,0,
20330,كَثِيبٌ,كثيب,صيغة:,كثب,فَعِيل,صيغة,مذكر,,,كُثُبٌ;كُثْبَانٌ,0,0,0,0,0,
20331,كَثِيرٌ,كثير,صيغة:,كثر,فَعِيل,صيغة,مذكر,,,كِثَارٌ,1,1,1,0,0,
20332,كَحِيلٌ,كحيل,صيغة:,كحل,فَعِيل,صيغة,مذكر,,,كَحْلٌ;كَحَائِلُ,1,0,1,0,0,
20333,كَرِيمٌ,كريم,صيغة:,كرم,فَعِيل,صيغة,مذكر,,,كِرَامٌ;كُرَمَاءُ;كَرَائِمُ,1,1,1,0,0,
20334,كَرِيهٌ,كريه,صيغة:,كره,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20335,كَسِيحٌ,كسيح,صيغة:,كسح,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20336,كَسِيرٌ,كسير,صيغة:,كسر,فَعِيل,صيغة,مذكر,,,كَسْرَى;كَسَارَى,1,0,1,0,0,
20337,كَظِيمٌ,كظيم,صيغة:,كظم,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20338,كَلِيلٌ,كليل,صيغة:,كلل,فَعِيل,صيغة,مذكر,,,كِلاَلٌ,1,0,1,0,0,
20339,كَلِيمٌ,كليم,صيغة:,كلم,فَعِيل,صيغة,مذكر,,,كَلْمَى,1,0,1,0,0,
20340,كَمِيلٌ,كميل,صيغة:,كمل,فَعِيل,صيغة,مذكر,,,كُمَلاَءُ,1,0,1,0,0,
20341,لَبِيبٌ,لبيب,صيغة:,لبب,فَعِيل,صيغة,مذكر,,,أَلِبَّاءُ,1,0,1,0,0,
20342,لَبِيسٌ,لبيس,صيغة:,لبس,فَعِيل,صيغة,مذكر,,,لُبُسٌ,1,0,1,0,0,
20343,لَبِينٌ,لبين,صيغة:,لبن,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20344,لَحِيمٌ,لحيم,صيغة:,لحم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20345,لَذِيذٌ,لذيذ,صيغة:,لذذ,فَعِيل,صيغة,مذكر,,,لُذٌّ;لِذَاذٌ,1,0,1,0,0,
20346,لَصِيقٌ,لصيق,صيغة:,لصق,فَعِيل,صيغة,مذكر,,,لَصَائِقُ,1,0,1,0,0,
20347,لَطِيفٌ,لطيف,صيغة:,لطف,فَعِيل,صيغة,مذكر,,,لِطَافٌ;لُطَفَاءُ;لَطَائِفُ,1,1,1,0,0,
20348,لَعِينٌ,لعين,صيغة:,لعن,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20349,لَفِيفٌ,لفيف,صيغة:,لفف,فَعِيل,صيغة,مذكر,,,لَفَائِفُ,1,0,1,0,0,
20350,لَهِيفٌ,لهيف,صيغة:,لهف,فَعِيل,صيغة,مذكر,,,لِهَافٌ,1,0,1,0,0,
20351,مَثِيلٌ,مثيل,صيغة:,مثل,فَعِيل,صيغة,مذكر,,,أَمْثَالٌ;مُثَلاَءُ;مُثُلٌ,1,1,1,0,0,
20352,مَدِيحٌ,مديح,صيغة:,مدح,فَعِيل,صيغة,مذكر,,,مَدَائِحُ,1,0,1,0,0,
20353,مَدِيدٌ,مديد,صيغة:,مدد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20354,مَرِيدٌ,مريد,صيغة:,مرد,فَعِيل,صيغة,مذكر,,,مُرَدَاءُ,1,0,1,0,0,
20355,مَرِيضٌ,مريض,صيغة:,مرض,فَعِيل,صيغة,مذكر,,,مَرْضَى;مِرَاضٌ;مَرَاضَى;مَرَاضَى,1,1,1,0,0,
20356,مَزِيجٌ,مزيج,صيغة:,مزج,فَعِيل,صيغة,مذكر,,,مُدُدٌ,1,0,1,0,0,
20357,مَشِيطٌ,مشيط,صيغة:,مشط,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20358,نَبِيلٌ,نبيل,صيغة:,نبل,فَعِيل,صيغة,مذكر,,,نُبَلاَءُ;نَبَائِلُ,1,1,1,0,0,
20359,نَبِيهٌ,نبيه,صيغة:,نبه,فَعِيل,صيغة,مذكر,,,نُبَهَاءُ,1,1,1,0,0,
20360,نَجِيبٌ,نجيب,صيغة:,نجب,فَعِيل,صيغة,مذكر,,,أَنْجَابٌ;نُجَبَاءُ;نَجَائِبُ,1,1,1,0,0,
20361,نَجِيعٌ,نجيع,صيغة:,نجع,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20362,نَحِيلٌ,نحيل,صيغة:,نحل,فَعِيل,صيغة,مذكر,,,نَحْلَى,1,1,1,0,0,
20363,نَدِيفٌ,نديف,صيغة:,ندف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20364,نَدِيمٌ,نديم,صيغة:,ندم,فَعِيل,صيغة,مذكر,,,نُدَمَاءُ;نُدْمَانٌ;نَدَامَى,1,1,1,0,0,
20365,نَزِيرٌ,نزير,صيغة:,نزر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20366,نَزِيعٌ,نزيع,صيغة:,نزع,فَعِيل,صيغة,مذكر,,,نِزَاعٌ;نُزَّاعٌ,1,0,1,0,0,
20367,نَزِيفٌ,نزيف,صيغة:,نزف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20368,نَسِيجٌ,نسيج,صيغة:,نسج,فَعِيل,صيغة,مذكر,,,نُسُجٌ;نَسَائِجُ,1,0,1,0,0,
20369,نَسِيفٌ,نسيف,صيغة:,نسف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20370,نَسِيقٌ,نسيق,صيغة:,نسق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20371,نَشِيطٌ,نشيط,صيغة:,نشط,فَعِيل,صيغة,مذكر,,,نُشَطَاءُ;نَشَاطَى,1,1,1,0,0,
20372,نَصِيحٌ,نصيح,صيغة:,نصح,فَعِيل,صيغة,مذكر,,,نُصَحَاءُ,1,1,1,0,0,
20373,نَصِيرٌ,نصير,صيغة:,نصر,فَعِيل,صيغة,مذكر,,,نُصَرَاءُ;أَنْصَارٌ;نصائِرُ,1,1,1,0,0,
20374,نَصِيفٌ,نصيف,صيغة:,نصف,فَعِيل,صيغة,مذكر,,,أَنْصِفَةٌ,1,0,1,0,0,
20375,نَضِيدٌ,نضيد,صيغة:,نضد,فَعِيل,صيغة,مذكر,,,نَضَائِدُ,1,0,1,0,0,
20376,نَضِيرٌ,نضير,صيغة:,نضر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20377,نَطِيطٌ,نطيط,صيغة:,نطط,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20378,نَظِيرٌ,نظير,صيغة:,نظر,فَعِيل,صيغة,مذكر,,,نُظَرَاءُ;نَظَائِرُ,1,1,1,0,0,
20379,نَظِيفٌ,نظيف,صيغة:,نظف,فَعِيل,صيغة,مذكر,,,نُظَفَاءُ;نِظَافٌ,1,1,1,0,0,
20380,نَظِيمٌ,نظيم,صيغة:,نظم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20381,نَغِيلٌ,نغيل,صيغة:,نغل,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20382,نَمِيرٌ,نمير,صيغة:,نمر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20383,هَجِيرٌ,هجير,صيغة:,هجر,فَعِيل,صيغة,مذكر,,,هُجُرٌ,1,0,1,0,0,
20384,هَرِيءٌ,هريء,صيغة:,هرء,فَعِيل,صيغة,مذكر,,,,0,1,0,0,0,
20385,هَرِيئَةٌ,هريئة,صيغة:,هرء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20386,هَزِيجٌ,هزيج,صيغة:,هزج,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20387,هَزِيعٌ,هزيع,صيغة:,هزع,فَعِيل,صيغة,مذكر,,,هُزُعٌ,1,0,1,0,0,
20388,هَزِيلٌ,هزيل,صيغة:,هزل,فَعِيل,صيغة,مذكر,,,هَزْلَى,1,1,1,0,0,
20389,هَشِيمٌ,هشيم,صيغة:,هشم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20390,هَضِيمٌ,هضيم,صيغة:,هضم,فَعِيل,صيغة,مذكر,,,هَضَائِمُ,1,0,1,0,0,
20391,هَمِيزٌ,هميز,صيغة:,همز,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20392,وَثِيرٌ,وثير,صيغة:,وثر,فَعِيل,صيغة,مذكر,,,وَثَائِرُ,1,0,1,0,0,
20393,وَثِيلٌ,وثيل,صيغة:,وثل,فَعِيل,صيغة,مذكر,,,وَثَائِلُ,1,0,1,0,0,
20394,وَجِيزٌ,وجيز,صيغة:,وجز,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20395,وَجِيعٌ,وجيع,صيغة:,وجع,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20396,وَجِيمٌ,وجيم,صيغة:,وجم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20397,وَجِيهٌ,وجيه,صيغة:,وجه,فَعِيل,صيغة,مذكر,,,وُجَهَاءُ,1,1,1,0,0,
20398,وَحِيدٌ,وحيد,صيغة:,وحد,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20399,وَحِيمٌ,وحيم,صيغة:,وحم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20400,وَخِيمٌ,وخيم,صيغة:,وخم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20401,وَدِيدٌ,وديد,صيغة:,ودد,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20402,وَدِيعٌ,وديع,صيغة:,ودع,فَعِيل,صيغة,مذكر,,,وُدَعَاءُ;وَدَائِعُ,1,1,1,0,0,
20403,وَدِيكٌ,وديك,صيغة:,ودك,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20404,وَرِيقٌ,وريق,صيغة:,ورق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20405,وَزِينٌ,وزين,صيغة:,وزن,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20406,وَسِيمٌ,وسيم,صيغة:,وسم,فَعِيل,صيغة,مذكر,,,وُسَمَاءُ,1,1,1,0,0,
20407,وَصِيفٌ,وصيف,صيغة:,وصف,فَعِيل,صيغة,مذكر,,,وُصَفَاءُ;وَصَائِفُ,1,1,1,0,0,
20408,وَضِيءٌ,وضيء,صيغة:,وضء,فَعِيل,صيغة,مذكر,,,وِضَاءٌ;أَوْضِيَاءُ,0,1,0,0,0,
20409,وَضِيئَةٌ,وضيئة,صيغة:,وضء,فعيلة,صيغة,مذكر,,,وِضَاءٌ;أَوْضِيَاءُ,1,0,1,0,0,
20410,وَطِيدٌ,وطيد,صيغة:,وطد,فَعِيل,صيغة,مذكر,,,وَطَائِدُ,1,0,1,0,0,
20411,وَظِيفٌ,وظيف,صيغة:,وظف,فَعِيل,صيغة,مذكر,,,أَوْظِفَةٌ;وُظُفٌ,1,0,1,0,0,
20412,وَعِيبٌ,وعيب,صيغة:,وعب,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20413,وَقِيحٌ,وقيح,صيغة:,وقح,فَعِيل,صيغة,مذكر,,,وُقُحٌ,1,1,1,0,0,
20414,وَقِيدٌ,وقيد,صيغة:,وقد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20415,وَقِيرٌ,وقير,صيغة:,وقر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20416,وَقِيعٌ,وقيع,صيغة:,وقع,فَعِيل,صيغة,مذكر,,,وُقُعٌ,1,0,1,0,0,
20417,وَمِيقٌ,وميق,صيغة:,ومق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20418,يَبِيسٌ,يبيس,صيغة:,يبس,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20419,يَنِيعٌ,ينيع,صيغة:,ينع,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20420,عَوِيلٌ,عويل,صيغة:,عول,فَعِيلٌ,صيغة,مذكر,,,,1,0,1,0,0,
20421,فَحِيمٌ,فحيم,صيغة:,فحم,فَعِيلٌ,صيغة,مذكر,,,,1,0,1,0,0,
20422,سَقِيمٌ,سقيم,صيغة:,سقم,فَعِيلٍ,صيغة,مذكر,,,سُقُمٌ;سَقائِمُ,1,1,1,0,0,
20423,سَمِيحٌ,سميح,صيغة:,سمح,فَعِيلٍ,صيغة,مذكر,,,سُمَحَاءُ,1,1,1,0,0,
20424,سَمِيطٌ,سميط,صيغة:,سمط,فَعِيلٍ,صيغة,مذكر,,,,1,0,1,0,0,
20425,فَصِيحٌ,فصيح,صيغة:,فصح,فَعِيلٍ,صيغة,مذكر,,,فُصُحٌ;فُصَحَاءُ,1,1,1,0,0,
20426,لَعِيبٌ,لعيب,صيغة:,لعب,فَعِيلٍ,صيغة,مذكر,,,,1,0,1,0,0,
20427,نَفِيرٌ,نفير,صيغة:,نفر,فَعِيلٍ,صيغة,مذكر,,,أَنْفَارٌ,1,0,1,0,0,
20428,نَفِيسٌ,نفيس,صيغة:,نفس,فَعِيلٍ,صيغة,مذكر,,,نِفَاسٌ,1,0,1,0,0,
20429,أَصيلٌ,أصيل,صيغة:,ءصل,فَعيل,صيغة,مذكر,,,آصالٌ;أُصُل;وأُصْلاَن;وآصَال;وأَصَائِلُ,1,1,1,0,0,
20430,بَهيمٌ,بهيم,صيغة:,بهم,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20431,ثَخِينٌ,ثخين,صيغة:,ثخن,فَعيل,صيغة,مذكر,,,ثُخَنَاءُ,1,0,1,0,0,
20432,ثَمينٌ,ثمين,صيغة:,ثمن,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20433,حَصِيفٌ,حصيف,صيغة:,جصف,فَعيل,صيغة,مذكر,,,حُصَفَاءُ,1,1,1,0,0,
20434,حَثيثٌ,حثيث,صيغة:,حثث,فَعيل,صيغة,مذكر,,,حِثاثٌ,1,0,1,0,0,
20435,دَخِيلٌ,دخيل,صيغة:,دخل,فَعيل,صيغة,مذكر,,,دُخَلاَءُ,1,1,1,0,0,
20436,ذَريعٌ,ذريع,صيغة:,ذرع,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20437,رَكينٌ,ركين,صيغة:,ركن,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20438,زَميعٌ,زميع,صيغة:,زمع,فَعيل,صيغة,مذكر,,,زُمَعاءُ,1,0,1,0,0,
20439,زَميلٌ,زميل,صيغة:,زمل,فَعيل,صيغة,مذكر,,,زُمَلاءُ,1,0,1,0,0,
20440,سَكِيبٌ,سكيب,صيغة:,سكب,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20441,سَلِيبٌ,سليب,صيغة:,سلب,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20442,سَلِيلٌ,سليل,صيغة:,سلل,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
