id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
235,مُبْهِظٌ,مبهظ,فاعل:,بهظ,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
236,مُبْتَهِلٌ,مبتهل,فاعل:,بهل,,فاعل,مذكر,,,,1,1,1,0,0,
237,مُبْرِئٌ,مبرئ,فاعل:,بهل,,فاعل,مذكر,,,,1,1,1,0,0,
238,مُبْهِمٌ,مبهم,فاعل:,بهم,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
239,مُتَبَاهِي,متباهي,فاعل:,بهى,,فاعل,مذكر,,,,1,1,1,0,0,
240,مُبَوِّبٌ,مبوب,فاعل:,بوب,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
241,بَائِخٌ,بائخ,فاعل:,بوخ,,فاعل,مذكر,,,,1,1,1,0,0,
242,بَائِرٌ,بائر,فاعل:,بور,,فاعل,مذكر,,,بُورٌ,1,1,1,0,0,
243,مُبَوِّرٌ,مبور,فاعل:,بور,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
244,مُبَوِّقٌ,مبوق,فاعل:,بوق,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
245,بَائِتٌ,بائت,فاعل:,بيت,,فاعل,مذكر,,,,1,0,1,0,0,
246,مُبَيِّتٌ,مبيت,فاعل:,بيت,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
247,مُبِيحٌ,مبيح,فاعل:,بيح,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
248,بَائِدٌ,بائد,فاعل:,بيد,,فاعل,مذكر,,,,1,1,1,0,0,
249,مُبَادِرٌ,مبادر,فاعل:,بيد,,فاعل,مذكر,,,,1,1,1,0,0,
250,مُبَادِلٌ,مبادل,فاعل:,بيد,,فاعل,مذكر,,,,1,1,1,0,0,
251,مُبَيِّضٌ,مبيض,فاعل:,بيض,,فاعل,مذكر,,,,1,1,1,0,0,
252,مُبَيِّضٌ,مبيض,فاعل:,بيض,,فاعل,مذكر,,,,1,1,1,0,0,
253,مُتَبَيِّضٌ,متبيض,فاعل:,بيض,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
254,مُبَيْطِرٌ,مبيطر,فاعل:,بيطر,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
255,مُتَبَيْطِرٌ,متبيطر,فاعل:,بيطر,مُتَفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
256,بَائِعٌ,بائع,فاعل:,بيع,,فاعل,مذكر,,,بَاعَةٌ,1,1,1,0,0,
257,مُبَايِعٌ,مبايع,فاعل:,بيع,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
258,مُتَبَايِعٌ,متبايع,فاعل:,بيع,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
259,بَائِنٌ,بائن,فاعل:,بين,,فاعل,مذكر,,,,1,0,1,0,0,
260,مُتَبَايِنٌ,متباين,فاعل:,بين,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
261,مُتَبَيِّنٌ,متبين,فاعل:,بين,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
262,مُسْتَتِبٌّ,مستتب,فاعل:,تبب,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
263,مُتَّبِعٌ,متبع,فاعل:,تبع,,فاعل,مذكر,,,,1,1,1,0,0,
264,مُتَابِعٌ,متابع,فاعل:,تبع,,فاعل,مذكر,,,,1,1,1,0,0,
265,مُتَتَابِعٌ,متتابع,فاعل:,تبع,,فاعل,مذكر,,,,1,1,1,0,0,
266,تَابِعٌ,تابع,فاعل:,تبع,,فاعل,مذكر,,,تَوَابِعُ,1,1,1,0,0,
267,مُتَتَبِّعٌ,متتبع,فاعل:,تبع,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
268,مُسْتَتْبِعٌ,مستتبع,فاعل:,تبع,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
269,مُتَاجِرٌ,متاجر,فاعل:,تجر,,فاعل,مذكر,,,,1,1,1,0,0,
270,تَاجِرٌ,تاجر,فاعل:,تجر,,فاعل,مذكر,,,تُجَّارٌ;تَوَاجِرُ,1,0,1,0,0,
271,مُتْجِرٌ,متجر,فاعل:,تجر,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
272,مُتْحِفٌ,متحف,فاعل:,تحف,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
273,مُتَاخِمٌ,متاخم,فاعل:,تخم,,فاعل,مذكر,,,,1,1,1,0,0,
274,مُتَرْجِمٌ,مترجم,فاعل:,ترجم,,فاعل,مذكر,,,,1,1,1,0,0,
275,تَارِكٌ,تارك,فاعل:,ترك,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
276,تَاسِعٌ,تاسع,فاعل:,تسع,,فاعل,مذكر,,,,1,0,0,0,0,
277,مُتْعِبٌ,متعب,فاعل:,تعب,,فاعل,مذكر,,,,1,1,1,0,0,
278,تَاعِسٌ,تاعس,فاعل:,تعس,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
279,تَافِلٌ,تافل,فاعل:,تفل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
280,تَافِهٌ,تافه,فاعل:,تفه,,فاعل,مذكر,,,تَوَافِهُ;تَافِهَاتٌ,1,1,1,0,0,
281,مُتْقِنٌ,متقن,فاعل:,تقن,,فاعل,مذكر,,,,1,1,1,0,0,
282,مُتَكْتِكٌ,متكتك,فاعل:,تكتك,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
283,تَالِعٌ,تالع,فاعل:,تلع,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
284,مُتَتَالِعٌ,متتالع,فاعل:,تلع,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
285,مُتْلِفٌ,متلف,فاعل:,تلف,,فاعل,مذكر,,,,1,1,1,0,0,
286,مُتَلْفِزٌ,متلفز,فاعل:,تلفز,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
287,مُتَلْفِنٌ,متلفن,فاعل:,تلفن,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
288,مُتَتَلْمِذٌ,متتلمذ,فاعل:,تلمذ,مُتَفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
289,مُتَلْمِذٌ,متلمذ,فاعل:,تلمذ,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
290,تَالِي,تالي,فاعل:,تلو,,فاعل,مذكر,,,تَوَالٍ;التَّوَالِي,1,1,1,0,0,
291,مُتَمْتِمٌ,متمتم,فاعل:,تمتم,,فاعل,مذكر,,,,1,1,1,0,0,
292,تَامِرٌ,تامر,فاعل:,تمر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
293,تَامٌّ,تام,فاعل:,تمم,,فاعل,مذكر,,,,1,1,1,0,0,
294,مُتَمِّمٌ,متمم,فاعل:,تمم,,فاعل,مذكر,,,,1,1,1,0,0,
295,مُتَّهِمٌ,متهم,فاعل:,تهم،وهم,,فاعل,مذكر,,,,1,1,1,0,0,
296,تَائِبٌ,تائب,فاعل:,توب,,فاعل,مذكر,,,,1,1,1,0,0,
297,مُتَتَوِّجٌ,متتوج,فاعل:,توج,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
298,مُتَوِّجٌ,متوج,فاعل:,توج,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
299,مُتَتَوِّقٌ,متتوق,فاعل:,توق,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
300,تَائِهٌ,تائه,فاعل:,توه،تيه,,فاعل,مذكر,,,,1,1,1,0,0,
301,مُتَيِّهٌ,متيه,فاعل:,تيه,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
302,مُتَثَائِبٌ,متثائب,فاعل:,ثأب,,فاعل,مذكر,,,,1,1,1,0,0,
303,ثَائِرٌ,ثائر,فاعل:,ثأر،ثور,,فاعل,مذكر,,,ثُوَّارٌ;ثَوَائِرُ,1,1,1,0,0,
304,ثَابِتٌ,ثابت,فاعل:,ثبت,,فاعل,مذكر,,,ثَوَابِتُ,1,1,1,0,0,
305,مُثَبِّتٌ,مثبت,فاعل:,ثبت,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
306,مُتَثَبِّتٌ,متثبت,فاعل:,ثبت,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
307,مُثَابِرٌ,مثابر,فاعل:,ثبر,,فاعل,مذكر,,,,1,1,1,0,0,
308,ثَابِرٌ,ثابر,فاعل:,ثبر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
309,مُثَبِّطٌ,مثبط,فاعل:,ثبط,,فاعل,مذكر,,,,1,1,1,0,0,
310,ثَابِطٌ,ثابط,فاعل:,ثبط,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
311,ثَارِبٌ,ثارب,فاعل:,ثرب,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
312,ثَرْثَارٌ,ثرثار,فاعل:,ثرثر,,فاعل,مذكر,,,,1,1,1,0,0,
313,مُثَرْثِرٌ,مثرثر,فاعل:,ثرثر,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
314,ثَارِدٌ,ثارد,فاعل:,ثرد,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
315,مُثْرِي,مثري,فاعل:,ثري,,فاعل,مذكر,,,,1,1,1,0,0,
316,ثَاقِبٌ,ثاقب,فاعل:,ثقب,,فاعل,مذكر,,,,1,0,1,0,0,
317,مُنْثَقِبٌ,منثقب,فاعل:,ثقب,مُنْفَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
318,مُثَقِّفٌ,مثقف,فاعل:,ثقف,,فاعل,مذكر,,,,1,1,1,0,0,
319,ثَاقِفٌ,ثاقف,فاعل:,ثقف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
320,مُتَثَقِّفٌ,متثقف,فاعل:,ثقف,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
321,مُتَثَاقِلٌ,متثاقل,فاعل:,ثقل,,فاعل,مذكر,,,,1,1,1,0,0,
322,مُسْتَثْقِلٌ,مستثقل,فاعل:,ثقل,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
323,ثَاكِلٌ,ثاكل,فاعل:,ثكل,,فاعل,مذكر,,,ثَوَاكِلُ,1,1,1,0,0,
324,ثَالِبٌ,ثالب,فاعل:,ثلب,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
325,ثَالِثٌ,ثالث,فاعل:,ثلث,,فاعل,مذكر,,,,1,0,0,0,0,
326,مُثْلِثٌ,مثلث,فاعل:,ثلث,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
327,مُثْلِجٌ,مثلج,فاعل:,ثلج,,فاعل,مذكر,,,,1,1,1,0,0,
328,مُثَلِّجٌ,مثلج,فاعل:,ثلج,,فاعل,مذكر,,,,1,0,1,0,0,
329,ثَالِجٌ,ثالج,فاعل:,ثلج,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
330,مُتَثَلِّجٌ,متثلج,فاعل:,ثلج,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
331,مُثْمِرٌ,مثمر,فاعل:,ثمر,,فاعل,مذكر,,,,1,1,1,0,0,
332,مُسْتَثْمِرٌ,مستثمر,فاعل:,ثمر,,فاعل,مذكر,,,,1,1,1,0,0,
333,ثَامِرٌ,ثامر,فاعل:,ثمر,,فاعل,مذكر,,,,1,0,1,0,0,
334,ثَامِلٌ,ثامل,فاعل:,ثمل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
335,مُثَمِّنٌ,مثمن,فاعل:,ثمن,,فاعل,مذكر,,,,1,1,1,0,0,
336,وَاحد,واحد,فاعل:,وحد,,فاعل,مذكر,,,,1,0,0,0,0,
337,رَابع,رابع,فاعل:,ربع,,فاعل,مذكر,,,,1,0,0,0,0,
338,خَامس,خامس,فاعل:,خمس,,فاعل,مذكر,,,,1,0,0,0,0,
339,سَادس,سادس,فاعل:,سدس,,فاعل,مذكر,,,,1,0,0,0,0,
340,سَابع,سابع,فاعل:,سبع,,فاعل,مذكر,,,,1,0,0,0,0,
341,ثَامِنٌ,ثامن,فاعل:,ثمن,,فاعل,مذكر,,,,1,0,0,0,0,
342,مُثَامِنٌ,مثامن,فاعل:,ثمن,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
343,ثَانِي,ثاني,فاعل:,ثني,,فاعل,مذكر,,,,1,1,0,0,0,
344,مُثِيرٌ,مثير,فاعل:,ثور,,فاعل,مذكر,,,,1,1,1,0,0,
345,مُسْتَثِيرٌ,مستثير,فاعل:,ثور,,فاعل,مذكر,,,,1,1,1,0,0,
346,مُثَوِّرٌ,مثور,فاعل:,ثور,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
347,جَابِذٌ,جابذ,فاعل:,جبذ,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
348,مُجَبِّرٌ,مجبر,فاعل:,جبر,,فاعل,مذكر,,,,1,1,1,0,0,
349,جَابِرٌ,جابر,فاعل:,جبر,,فاعل,مذكر,,,,1,1,1,0,0,
350,مُجْبِرٌ,مجبر,فاعل:,جبر,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
351,مُتَجَبِّرٌ,متجبر,فاعل:,جبر,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
352,مُنْجَبِرٌ,منجبر,فاعل:,جبر,مُنْفَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
353,مُجَبِّسٌ,مجبس,فاعل:,جبس,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
354,جَابِلٌ,جابل,فاعل:,جبل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
355,مُتَجَبِّنٌ,متجبن,فاعل:,جبن,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
356,جَابِهٌ,جابه,فاعل:,جبه,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
357,مُجَابِهٌ,مجابه,فاعل:,جبه,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
358,جَابِي,جابي,فاعل:,جبى,,فاعل,مذكر,,,+ات جُبَاةٌ,1,1,1,0,0,
359,جَاثِمٌ,جاثم,فاعل:,جثم,,فاعل,مذكر,,,جُثَّمٌ,1,1,1,0,0,
360,جَاثِي,جاثي,فاعل:,جثو,,فاعل,مذكر,,,جُثَاةٌ,1,1,1,0,0,
361,جَاحِدٌ,جاحد,فاعل:,جحد,,فاعل,مذكر,,,,1,1,1,0,0,
362,جَاحِظٌ,جاحظ,فاعل:,جحظ,,فاعل,مذكر,,,,1,1,1,0,0,
363,مُجْحِفٌ,مجحف,فاعل:,جحف,,فاعل,مذكر,,,,1,1,1,0,0,
364,مُجْدِبٌ,مجدب,فاعل:,جدب,,فاعل,مذكر,,,,1,0,1,0,0,
365,مُتَجَدِّدٌ,متجدد,فاعل:,جدد,,فاعل,مذكر,,,,1,1,1,0,0,
366,جَادٌّ,جاد,فاعل:,جدد,,فاعل,مذكر,,,,1,1,1,0,0,
367,مُجَدِّدٌ,مجدد,فاعل:,جدد,,فاعل,مذكر,,,,1,1,1,0,0,
368,مُسْتَجِدٌّ,مستجد,فاعل:,جدد,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
369,جَادِرٌ,جادر,فاعل:,جدر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
370,جَادِعٌ,جادع,فاعل:,جدع,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
371,جَادِفٌ,جادف,فاعل:,جدف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
372,مُجَدِّفٌ,مجدف,فاعل:,جدف,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
373,مُجَادِلٌ,مجادل,فاعل:,جدل,,فاعل,مذكر,,,,1,1,1,0,0,
374,جَادِلٌ,جادل,فاعل:,جدل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
375,مُتَجَادِلٌ,متجادل,فاعل:,جدل,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
376,مُسْتَجْدِي,مستجدي,فاعل:,جدو,,فاعل,مذكر,,,,1,1,1,0,0,
377,مُجَدْوِلٌ,مجدول,فاعل:,جدول,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
378,مُنْجَذِبٌ,منجذب,فاعل:,جذب,,فاعل,مذكر,,,,1,1,1,0,0,
379,جَاذِبٌ,جاذب,فاعل:,جذب,,فاعل,مذكر,,,,1,1,1,0,0,
380,مُتَجَاذِبٌ,متجاذب,فاعل:,جذب,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
381,مُجْتَذِبٌ,مجتذب,فاعل:,جذب,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
382,جَاذِعٌ,جاذع,فاعل:,جذع,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
383,جَاذِفٌ,جاذف,فاعل:,جذف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
384,مُتَجَذِّفٌ,متجذف,فاعل:,جذف,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
385,مُجَرِّبٌ,مجرب,فاعل:,جرب,,فاعل,مذكر,,,,1,1,1,0,0,
386,مُجَرْجِرٌ,مجرجر,فاعل:,جرجر,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
387,جَارِحٌ,جارح,فاعل:,جرح,,فاعل,مذكر,,,,1,1,1,0,0,
388,مُجَرِّحٌ,مجرح,فاعل:,جرح,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
389,مُتَجَرِّدٌ,متجرد,فاعل:,جرد,,فاعل,مذكر,,,,1,1,1,0,0,
390,جَارِدٌ,جارد,فاعل:,جرد,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
391,مُجْتَرٌّ,مجتر,فاعل:,جرر,,فاعل,مذكر,,,,1,0,1,0,0,
392,مُجَرِّرٌ,مجرر,فاعل:,جرر,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
393,جَارِزٌ,جارز,فاعل:,جرز,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
394,جَارِسٌ,جارس,فاعل:,جرس,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
395,مُجْرِسٌ,مجرس,فاعل:,جرس,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
396,جَارِعٌ,جارع,فاعل:,جرع,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
397,مُتَجَرِّعٌ,متجرع,فاعل:,جرع,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
398,مُجْتَرِعٌ,مجترع,فاعل:,جرع,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
399,جَارِفٌ,جارف,فاعل:,جرف,,فاعل,مذكر,,,,1,1,1,0,0,
400,مُجْتَرِفٌ,مجترف,فاعل:,جرف,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
401,مُنْجَرِفٌ,منجرف,فاعل:,جرف,مُنْفَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
402,مُجْرِمٌ,مجرم,فاعل:,جرم,,فاعل,مذكر,,,,1,1,1,0,0,
403,جَارِمٌ,جارم,فاعل:,جرم,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
404,جَارِي,جاري,فاعل:,جري,,فاعل,مذكر,,,,1,0,1,0,0,
405,مُجَزِّئٌ,مجزئ,فاعل:,جزئ,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
406,جَازِرٌ,جازر,فاعل:,جزر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
407,مُجَازِفٌ,مجازف,فاعل:,جزف,,فاعل,مذكر,,,,1,1,1,0,0,
408,جَازِفٌ,جازف,فاعل:,جزف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
409,جَازِمٌ,جازم,فاعل:,جزم,,فاعل,مذكر,,,جَوَازِمُ,1,1,1,0,0,
410,مُتَجَسِّدٌ,متجسد,فاعل:,جسد,,فاعل,مذكر,,,,1,1,1,0,0,
411,جَاسِدٌ,جاسد,فاعل:,جسد,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
412,مُجْسِدٌ,مجسد,فاعل:,جسد,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
413,جَاسِرٌ,جاسر,فاعل:,جسر,,فاعل,مذكر,,,,1,1,1,0,0,
414,مُتَجَاسِرٌ,متجاسر,فاعل:,جسر,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
415,مُتَجَسِّسٌ,متجسس,فاعل:,جسس,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
416,مُتَجَسِّمٌ,متجسم,فاعل:,جسم,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
417,مُجَسِّمٌ,مجسم,فاعل:,جسم,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
418,مُتَجَشِّمٌ,متجشم,فاعل:,جشم,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
419,مُجَصِّصٌ,مجصص,فاعل:,جصص,مُفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
420,جَاعِبٌ,جاعب,فاعل:,جعب,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
421,مُتَجَعِّدٌ,متجعد,فاعل:,جعد,,فاعل,مذكر,,,,1,0,1,0,0,
422,جَاعِلٌ,جاعل,فاعل:,جعل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
423,جَافِرٌ,جافر,فاعل:,جفر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
424,جَافٌّ,جاف,فاعل:,جفف,,فاعل,مذكر,,,,1,1,1,0,0,
425,مُتَجَفِّفٌ,متجفف,فاعل:,جفف,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
426,مُجْفِلٌ,مجفل,فاعل:,جفل,,فاعل,مذكر,,,,1,1,1,0,0,
427,جَافِلٌ,جافل,فاعل:,جفل,,فاعل,مذكر,,,,1,0,1,0,0,
428,جَافِنٌ,جافن,فاعل:,جفن,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
429,جَافِي,جافي,فاعل:,جفو,,فاعل,مذكر,,,جُفَاةٌ;جَوَافٍ,1,1,1,0,0,
430,جَالِبٌ,جالب,فاعل:,جلب,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
431,مُجْتَلِبٌ,مجتلب,فاعل:,جلب,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
432,مُجْلِبٌ,مجلب,فاعل:,جلب,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
433,مُسْتَجْلِبٌ,مستجلب,فاعل:,جلب,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
434,مُنْجَلِبٌ,منجلب,فاعل:,جلب,مُنْفَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
435,مُتَجَلْبِبٌ,متجلبب,فاعل:,جلبب,مُتَفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
436,مُجَلْبِبٌ,مجلبب,فاعل:,جلبب,مُفَعْلِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
437,مُجَلْجِلٌ,مجلجل,فاعل:,جلجل,,فاعل,مذكر,,,,1,1,1,0,0,
438,جَالِخٌ,جالخ,فاعل:,جلخ,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
439,مُجَلِّدٌ,مجلد,فاعل:,جلد,,فاعل,مذكر,,,,1,1,1,0,0,
440,جَالِدٌ,جالد,فاعل:,جلد,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
441,مُتَجَلِّدٌ,متجلد,فاعل:,جلد,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
442,جَالِسٌ,جالس,فاعل:,جلس,,فاعل,مذكر,,,جُلُوسٌ;جُلاَّسٌ,1,1,1,0,0,
443,مُتَجَالِسٌ,متجالس,فاعل:,جلس,مُتَفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
444,مُجَالِسٌ,مجالس,فاعل:,جلس,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
445,مُجْلِسٌ,مجلس,فاعل:,جلس,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
446,مُجْلِسٌ,مجلس,فاعل:,جلس,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
447,جَالِفٌ,جالف,فاعل:,جلف,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
448,مُنْجَلِي,منجلي,فاعل:,جلي,,فاعل,مذكر,,,,1,0,1,0,0,
449,مُتَجَلِّي,متجلي,فاعل:,جلي,,فاعل,مذكر,,,,1,1,1,0,0,
450,مُجَلِّي,مجلي,فاعل:,جلي,,فاعل,مذكر,,,,1,1,1,0,0,
451,جَامِحٌ,جامح,فاعل:,جمح,,فاعل,مذكر,,,جَوَامِحُ,1,0,1,0,0,
452,جَامِدٌ,جامد,فاعل:,جمد,,فاعل,مذكر,,,جَوَامِدُ,1,1,1,0,0,
453,مُتَجَمِّدٌ,متجمد,فاعل:,جمد,,فاعل,مذكر,,,,1,1,1,0,0,
454,مُجَمِّدٌ,مجمد,فاعل:,جمد,,فاعل,مذكر,,,,1,1,1,0,0,
455,جَامِرٌ,جامر,فاعل:,جمر,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
456,مُجْمِعٌ,مجمع,فاعل:,جمع,,فاعل,مذكر,,,,1,1,1,0,0,
457,مُتَجَمِّعٌ,متجمع,فاعل:,جمع,,فاعل,مذكر,,,,1,1,1,0,0,
458,جَامِعٌ,جامع,فاعل:,جمع,,فاعل,مذكر,,,+ات جَوَامِعُ,1,1,1,0,0,
459,مُجَامِعٌ,مجامع,فاعل:,جمع,مُفَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
460,مُجْتَمِعٌ,مجتمع,فاعل:,جمع,مُفْتَعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
461,مُسْتَجْمِعٌ,مستجمع,فاعل:,جمع,مُسْتَفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
462,مُجَامِلٌ,مجامل,فاعل:,جمل,,فاعل,مذكر,,,,1,1,1,0,0,
463,جَامِلٌ,جامل,فاعل:,جمل,فَاعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
464,مُتَجَمِّلٌ,متجمل,فاعل:,جمل,مُتَفَعِّلٌ,فاعل,مذكر,,,,1,1,1,0,0,
465,مُجْمِلٌ,مجمل,فاعل:,جمل,مُفْعِلٌ,فاعل,مذكر,,,,1,1,1,0,0,
